Task_Start_Time,CPU_Utilization (%),Memory_Consumption (MB),Task_Execution_Time (ms),System_Throughput (tasks/sec),Number_of_Active_Users,Network_Bandwidth_Utilization (Mbps),Job_Priority,Scheduler_Type,Resource_Allocation_Type,Predicted_Throughput (tasks/sec)
2024-01-01 00:20:00,30.912922996438063,3848.135051424095,2982,8.813074529916129,3169.5379522750018,289.24559126592555,2,Priority-Based,Static,6.189972186587486
2024-01-01 00:21:00,39.44683842061588,3902.844833874075,2516,6.340241962419086,2818.045357445952,330.59178186380865,2,Priority-Based,Dynamic,6.174647132532615
2024-01-01 00:22:00,39.709697449476806,4176.320965763003,2811,10.506727493854711,2901.344656941721,158.66493751857982,0,Priority-Based,Static,6.189310429138712
2024-01-01 00:23:00,38.13466241551649,3819.048643150883,999,8.518594448734774,3101.739029746716,99.56320198437304,1,Round-Robin,Dynamic,6.090879786470857
2024-01-01 00:24:00,42.60354517663944,3808.4271397598486,1130,6.175790854563884,3064.908848843672,444.9049110350922,1,FCFS,Dynamic,6.1282339694243655
2024-01-01 00:25:00,43.20051725356912,3936.956220680101,2282,6.312076748222477,2537.050172339019,383.14816131706607,0,Round-Robin,Dynamic,6.126974586663627
2024-01-01 00:26:00,44.33585502774956,3899.230922008349,916,5.371519146912954,2952.7579746773126,371.4857887866058,1,Priority-Based,Static,6.126127343915342
2024-01-01 00:27:00,43.57576706990475,4174.206983673609,1672,14.530400781729806,3435.3070986238818,71.33364523429057,2,Priority-Based,Static,6.226594683539801
2024-01-01 00:28:00,34.172778963673146,3986.466205199915,1277,9.095700007060106,3495.56164943021,177.96256749958826,1,Round-Robin,Dynamic,6.1622784733777545
2024-01-01 00:29:00,39.59403610953129,3902.725755628825,1094,5.60974579612365,3166.640177822992,67.25220054181162,1,FCFS,Static,6.113283675932568
2024-01-01 00:30:00,51.076702295439816,3886.848880734086,2796,14.503785615083483,2930.15861616272,207.0098626884966,0,Priority-Based,Static,6.1570859253737495
2024-01-01 00:31:00,39.25654917597944,4206.561765540012,1929,14.30465665926722,2494.131195125304,332.5696279339061,1,Round-Robin,Static,6.168125793406595
2024-01-01 00:32:00,33.28873940027488,4333.22454391021,635,14.809559314650992,2977.7854094523645,395.41960815698405,1,Priority-Based,Static,6.183821966686529
2024-01-01 00:33:00,34.50671065846222,4134.58848168132,2717,13.395505904399462,2616.652859621904,177.10597648456556,0,Round-Robin,Static,6.1491594013404995
2024-01-01 00:34:00,42.20610635182979,3807.4516042388177,1220,9.206475028132438,3061.882909854211,340.1985094649414,1,FCFS,Static,6.121467694582326
2024-01-01 00:35:00,35.98300647917663,4325.324357227228,976,8.884160629888573,2981.581696732048,487.1952979973303,1,Round-Robin,Static,6.2050988991902765
2024-01-01 00:36:00,52.11087853222645,4132.667170040179,1120,7.633058403999775,3030.0910406315297,80.03776262118839,1,Round-Robin,Static,6.165376211643018
2024-01-01 00:37:00,45.33175156693062,4006.646637634613,736,7.541861633648591,3154.493216857505,269.2849236377373,0,FCFS,Dynamic,6.131431733015407
2024-01-01 00:38:00,42.42897293549315,3673.053301900217,1067,14.076127785932885,3188.8871550771387,59.846818270060766,2,FCFS,Static,6.09915543307506
2024-01-01 00:39:00,38.82898811010307,4319.6785339119,733,14.393199089855838,3096.27953306908,160.48320743730946,0,Round-Robin,Dynamic,6.163208946709154
2024-01-01 00:40:00,48.66766921206547,3908.998360887266,852,11.762272783765368,2745.585376933077,361.1057436704523,0,Round-Robin,Dynamic,6.099606290171265
2024-01-01 00:41:00,51.50762847022788,4068.201364747212,789,13.88107553023784,2891.33641549034,56.27473071303506,2,Priority-Based,Dynamic,6.1501093446833055
2024-01-01 00:42:00,34.46055197068799,4010.19673833706,695,12.323757145695772,2484.476384588601,132.82636601728677,2,FCFS,Static,6.0875056037688235
2024-01-01 00:43:00,34.682918537241854,3904.61110753248,1634,13.890250533256635,2983.9898286988746,355.78211119047984,2,Priority-Based,Static,6.156009055391695
2024-01-01 00:44:00,45.90002938623933,3999.995704623992,2125,11.871369442948756,3076.396620100672,301.3518908883933,0,FCFS,Static,6.171622369653618
2024-01-01 00:45:00,38.31918261497652,3965.3649258627584,1119,14.770992100296024,2823.879494963272,103.76830415867552,0,FCFS,Static,6.078972462548112
2024-01-01 00:46:00,33.041292674868,3941.801410957704,1955,14.082923162761702,2806.0708457418204,64.29424171742619,0,FCFS,Static,6.087285562914716
2024-01-01 00:47:00,44.29323005171892,3927.889008268724,1350,11.928031459028151,3076.7075734781115,185.6410933891215,0,FCFS,Static,6.119599093678403
2024-01-01 00:48:00,44.2488178757024,3601.7164937856437,2086,14.551349433200238,3245.916885335194,114.13127286658175,2,FCFS,Static,6.128330576351194
2024-01-01 00:49:00,42.36916160781311,4026.08625809765,681,14.421652097754,2932.3137269314348,127.60383556751388,2,Priority-Based,Static,6.13584503468501
2024-01-01 00:50:00,39.56832101945176,4161.540849206805,768,5.866109148721769,2778.9280093293137,476.3221008757671,1,Priority-Based,Dynamic,6.1576334637098045
2024-01-01 00:51:00,44.56833863058668,3998.7104977723607,2297,12.556660121253175,3085.6054537532623,108.11081031514988,0,Priority-Based,Static,6.155668999009259
2024-01-01 00:52:00,39.27541747691415,4096.659201300283,2486,13.396634542496043,3057.616259573131,126.71007252315896,0,Round-Robin,Dynamic,6.1722056525525995
2024-01-01 00:53:00,43.46283971214925,4113.267812798103,2742,10.115689310803395,2963.0373868533943,93.07776006294417,1,FCFS,Static,6.196381833243488
2024-01-01 00:54:00,44.94340008618672,3999.9847303519423,1807,5.076488037511174,2859.455563737795,399.34798619881866,1,Round-Robin,Static,6.1678997331978165
2024-01-01 00:55:00,38.54770478194535,3948.019266616143,2993,14.696940411864004,2959.80613000547,455.5135572870621,0,FCFS,Dynamic,6.183411833125632
2024-01-01 00:56:00,33.51643584693234,4056.40500682696,1322,10.02637465102387,2414.8221000751714,389.7366615695345,0,FCFS,Static,6.094044183515631
2024-01-01 00:57:00,36.60131779664011,4363.462308551164,1305,10.143763627155131,3134.594406997808,131.69435045207763,2,Priority-Based,Static,6.223184087457656
2024-01-01 00:58:00,46.008300674753386,4345.010448183414,1266,9.029181138875195,3254.1035274797187,90.22190083472148,2,Round-Robin,Static,6.2364910971241025
2024-01-01 00:59:00,41.331933223712895,3928.208985171323,1470,8.773753499484478,2749.3982818190702,331.1341990183119,0,Priority-Based,Dynamic,6.1083942507397415
2024-01-01 01:00:00,46.36606814046586,4107.814783682462,674,8.970163442441853,2692.6942867791686,122.84021496392448,1,Round-Robin,Dynamic,6.115364217571349
2024-01-01 01:01:00,36.425814842895925,4023.83342800273,2879,12.495492985230996,2752.0323332209477,323.931124312618,0,FCFS,Dynamic,6.162962673358762
2024-01-01 01:02:00,49.7032711938687,3938.2827165258745,1874,6.826396764684138,3230.2023330937263,106.28604732201728,0,FCFS,Static,6.149820267033027
2024-01-01 01:03:00,41.16844952895336,3853.2132272943672,1877,5.080672538202288,3173.264301353867,245.5265153665361,1,Round-Robin,Static,6.148626205417428
2024-01-01 01:04:00,42.8545806136509,4015.726595388593,2568,12.906149082660082,3032.1901436080457,402.9250396245981,0,FCFS,Dynamic,6.1899675048671865
2024-01-01 01:05:00,39.55273685593706,4182.213406360882,1369,13.464749559826943,3116.30089084807,189.8710539812339,1,Priority-Based,Static,6.181580983236192
2024-01-01 01:06:00,43.44955578142421,4052.2836732356495,2707,13.55250921412329,3295.849320275683,329.567454246214,1,FCFS,Dynamic,6.228511810846201
2024-01-01 01:07:00,39.123244521635925,4272.328647232511,2100,12.65723409761868,2642.802866202631,326.0742949090682,1,Priority-Based,Static,6.1964951605999605
2024-01-01 01:08:00,38.2465005987567,3842.930423460045,1531,9.07969349239961,3287.145597799421,484.0504767875468,1,Round-Robin,Dynamic,6.159577343703633
2024-01-01 01:09:00,39.15162144624312,4307.769519821909,501,13.356072213155253,3259.9731058988327,324.4947060157216,0,Round-Robin,Static,6.184483872761344
2024-01-01 01:10:00,39.60017616759732,4149.442736278184,2209,10.29706411769034,2784.498331656707,50.20705309844325,1,Priority-Based,Dynamic,6.162702429160491
2024-01-01 01:11:00,40.11513493287293,3780.893285224633,1242,8.439289507549443,2907.2351326779863,250.18750221445288,1,Priority-Based,Static,6.094594397120429
2024-01-01 01:12:00,44.648348958919854,3898.399656061498,799,9.472656655936564,2821.875837501229,141.14243701690188,2,FCFS,Dynamic,6.113285236506002
2024-01-01 01:13:00,45.38067238106112,3749.409564762913,2742,11.740133030331972,3334.4541282864416,313.802667229442,2,Round-Robin,Static,6.194574243329509
2024-01-01 01:14:00,36.93267246780258,3601.0426510004554,1322,5.162845386520424,3438.446163661635,292.3832909924696,0,Round-Robin,Dynamic,6.08516585831406
2024-01-01 01:15:00,34.4372240477418,3560.835487621453,1718,6.892473613276345,3083.5578579809267,444.62594805813774,2,Round-Robin,Dynamic,6.111513837033072
2024-01-01 01:16:00,28.239269024195156,3953.802524581807,1931,9.51214588409469,3100.154081709805,335.6746071232725,2,FCFS,Dynamic,6.172175035588097
2024-01-01 01:17:00,43.64907251390462,3990.4574992213647,1882,12.240628491921807,2862.8441108845304,411.4343962611443,1,Round-Robin,Dynamic,6.167998420889223
2024-01-01 01:18:00,42.26896392342135,3860.2954920795546,2633,10.824125894647969,2755.50407117436,418.1634887264862,0,FCFS,Dynamic,6.1424403152665645
2024-01-01 01:19:00,38.15011443003709,3799.19370070606,1886,11.2630895843173,2958.067577431588,304.9242624329787,1,Priority-Based,Static,6.12415507634763
2024-01-01 01:20:00,35.99204390378088,3879.1693494779606,2653,13.946664457993348,2981.296105008527,149.5667645469565,2,Round-Robin,Dynamic,6.167986605118942
2024-01-01 01:21:00,31.83205448582757,3991.416727078497,1364,5.894231162380913,3119.732061159515,251.1580875379027,0,Priority-Based,Static,6.122580606379389
2024-01-01 01:22:00,43.87421556459523,3816.71518593098,552,12.55492993870812,3256.1553212265826,171.94007628534706,1,FCFS,Static,6.104106389448973
2024-01-01 01:23:00,29.45581165748817,3927.472999006911,2796,11.582596899490865,3133.0363998571884,364.4757757000911,1,Priority-Based,Dynamic,6.181719874271764
2024-01-01 01:24:00,46.02781510251094,3775.236613333967,1813,12.051520488803057,3371.684150493854,477.0553525536159,1,FCFS,Dynamic,6.170493183305036
2024-01-01 01:25:00,40.07865080544208,3914.180898489917,2000,11.70252553781578,3014.676812395451,436.3526684580965,1,Priority-Based,Static,6.166143270642035
2024-01-01 01:26:00,37.53854918799557,4242.429453098909,1243,5.713777382032028,2966.986764359515,194.6998815360324,0,FCFS,Dynamic,6.15679915142711
2024-01-01 01:27:00,44.86286536557824,3812.375257337292,672,14.212307546880057,2991.660656455049,92.12583120106568,0,Round-Robin,Dynamic,6.05951307790311
2024-01-01 01:28:00,34.142470122045694,3899.438497186677,1451,5.461804243784937,3411.7762089723524,253.0957439575393,0,FCFS,Static,6.134934477243142
2024-01-01 01:29:00,42.142975042461785,4251.124087391348,1011,7.524270922893401,3049.6522562430023,274.05320095610193,0,Priority-Based,Static,6.173407071157242
2024-01-01 01:30:00,39.28769768186943,3856.926008465807,2854,11.430109522036378,2893.12988276847,133.81318013101793,2,Round-Robin,Static,6.166549094047735
2024-01-01 01:31:00,44.06141224479319,3923.5662525946823,1052,13.035236684113368,3025.0211171601504,62.75513410581413,1,FCFS,Dynamic,6.111012818647936
2024-01-01 01:32:00,44.02274026428156,4090.8457451942777,2841,14.171335659566486,3083.886147130981,143.67762634907135,1,FCFS,Dynamic,6.209746286874887
2024-01-01 01:33:00,36.0458047086819,3705.127500687817,887,7.160258852391996,2845.708507736797,390.3551731701343,0,FCFS,Dynamic,6.053903485227288
2024-01-01 01:34:00,34.48721097486009,4221.5350536285405,1750,12.158910966959889,2869.0291116506583,85.59063728229198,2,FCFS,Static,6.185106244309181
2024-01-01 01:35:00,36.03207265674557,4002.122840461816,2420,9.613008993508828,2963.03580263738,247.5261251017228,0,FCFS,Dynamic,6.1526090860715
2024-01-01 01:36:00,36.11352488502576,3864.8084784949033,984,8.336689390742654,3218.5312912278328,333.1698932062439,0,Priority-Based,Dynamic,6.109829903985433
2024-01-01 01:37:00,40.3458525734531,4045.8498131671367,1576,9.442415690595046,2987.6833647724484,127.55058592564876,1,FCFS,Dynamic,6.148288898616755
2024-01-01 01:38:00,42.39095205135259,4016.633092421575,1442,9.588341005191294,2749.7542377137347,227.30366455531467,1,FCFS,Static,6.132689406576671
2024-01-01 01:39:00,41.57893971378096,4022.303381823248,1889,11.17577758559177,3008.3018099080546,123.816877937584,2,FCFS,Static,6.1772376101190085
2024-01-01 01:40:00,36.74489923490576,4202.062223842274,1591,14.188808532198614,3032.812502261211,174.90826886360193,0,Round-Robin,Static,6.162639263092949
2024-01-01 01:41:00,34.29668931919958,4238.538662113046,2800,10.46737665955284,3137.512826736863,394.39004132433735,0,Round-Robin,Static,6.234919673989707
2024-01-01 01:42:00,38.813412583013374,3534.157747148063,1682,7.385678574308273,2958.815081324396,269.8843534802619,0,Priority-Based,Dynamic,6.047800974285579
2024-01-01 01:43:00,36.70437743105108,3872.453672598009,2283,5.41491755985792,3180.167942061939,51.53696400553227,1,FCFS,Static,6.1407342369387745
2024-01-01 01:44:00,38.60860477908978,3869.025685002612,1497,5.681643763608047,2858.9291870976585,402.3909759100846,0,FCFS,Static,6.110039912581753
2024-01-01 01:45:00,37.548532195551815,3653.925200750554,2243,14.353345015574162,3022.084737549304,362.5857772835018,2,FCFS,Dynamic,6.1371852700122025
2024-01-01 01:46:00,47.28899090779576,3991.9504592345256,826,6.731967612587298,2915.930499024936,75.1307407037597,1,FCFS,Dynamic,6.113750138763108
2024-01-01 01:47:00,47.01014553740996,3895.9853895522633,1110,6.097621123708149,2871.445258844544,377.4820146406976,1,FCFS,Dynamic,6.129666798775272
2024-01-01 01:48:00,45.51656296672723,3913.956402139279,2907,5.876061784845107,2937.703559073599,316.2022404125861,1,Round-Robin,Static,6.184789968093349
2024-01-01 01:49:00,39.35225860715704,3677.019760749598,2989,13.516583919250715,2997.57526864846,225.98318671967223,1,Round-Robin,Dynamic,6.1329616894842856
2024-01-01 01:50:00,27.639238724317,3993.890919896261,2711,10.443583051433002,2921.3932507636137,449.9389814558394,0,Priority-Based,Static,6.164653071639197
2024-01-01 01:51:00,45.41574648067633,4122.989801408866,2917,5.187693898001636,3225.6592250304657,358.30189282890484,0,Round-Robin,Static,6.234424972211325
2024-01-01 01:52:00,36.531541570926784,4121.2404241208405,1758,12.646824434715343,3177.6645271109533,495.881448852468,0,Round-Robin,Static,6.195493941272915
2024-01-01 01:53:00,41.97919311565996,4063.907978503849,1851,7.393909969864845,2847.0454121595094,257.3591559288584,2,Round-Robin,Dynamic,6.182850398254717
2024-01-01 01:54:00,39.543316672697394,3718.949735963245,1075,5.720549436594238,2889.600326878613,499.3232462184582,0,Round-Robin,Dynamic,6.08261885384474
2024-01-01 01:55:00,45.33631433319432,3936.7135953698794,1810,9.165009387522677,2998.4117069042723,169.6563102488835,1,FCFS,Static,6.1476015774888815
2024-01-01 01:56:00,40.0315816192608,4163.354950846207,2754,5.488143559954848,2990.444590397586,85.79583509702556,2,FCFS,Static,6.222128248060442
2024-01-01 01:57:00,39.63195830049969,3561.06510606255,2052,8.252530835722247,3125.389360384632,284.9125121500612,0,FCFS,Dynamic,6.079957110071556
2024-01-01 01:58:00,46.1344310180994,3572.004428374948,2294,8.07037946676719,2945.9978708090325,298.4855560070601,0,Priority-Based,Dynamic,6.086681695309018
2024-01-01 01:59:00,30.992344792039265,4254.9131630249785,2243,5.808714722254265,3236.897908631104,178.6342038479624,1,FCFS,Static,6.218889315055969
2024-01-01 02:00:00,45.14072916364877,3844.5238535757,2494,11.810435985026237,3016.240650123754,98.88669220233275,1,Round-Robin,Dynamic,6.146064189717938
2024-01-01 02:01:00,38.12638437157948,3915.492817611821,1040,12.322512340059358,3058.645480153509,97.9783901225899,0,Round-Robin,Dynamic,6.085580896534319
2024-01-01 02:02:00,34.95759339583154,3901.568792742502,2616,8.169025760715765,2962.1408418264623,75.27120896123546,1,FCFS,Static,6.139639234579685
2024-01-01 02:03:00,32.416722657847174,3786.3805542639047,958,9.3080069374148,2846.0913413168505,389.4209023152309,2,Round-Robin,Static,6.103920904149463
2024-01-01 02:04:00,41.95721557744223,4157.614518671992,2464,6.38027860962848,2976.4301872708825,127.95346775628764,0,FCFS,Static,6.180788360558076
2024-01-01 02:05:00,35.96978693733104,4240.341554482336,846,14.361011124313052,2716.643643115332,113.90443078972768,2,Round-Robin,Dynamic,6.151964420617473
2024-01-01 02:06:00,50.95913420523831,3986.8307555903866,1267,14.7185189805488,2729.998549719692,211.48666311686625,2,Priority-Based,Dynamic,6.150641351598048
2024-01-01 02:07:00,48.12848127322188,3964.6823897473832,1925,14.914355773184615,3129.3682228351454,431.7994129648919,1,Priority-Based,Dynamic,6.190775584653595
2024-01-01 02:08:00,42.20732273026529,3882.57015780955,2814,8.025086891319772,2599.2368188686187,167.18872625130342,2,Priority-Based,Static,6.1549109318857385
2024-01-01 02:09:00,43.26993063230043,3724.9557846416055,2505,11.821288005020191,3082.603455783686,488.74457171351247,1,Priority-Based,Dynamic,6.159252149925324
2024-01-01 02:10:00,37.85057912182785,4062.088523432326,1312,13.320163383569104,2753.287008157896,499.23531410920975,0,Round-Robin,Static,6.140313476615927
2024-01-01 02:11:00,43.69761167226099,4242.854055880748,1073,13.005201620254615,3121.022444969461,483.8801135239857,0,FCFS,Dynamic,6.201804157107304
2024-01-01 02:12:00,28.955577749523336,4131.400062618663,2461,14.458129140954965,3128.5083400753256,458.4730651613547,0,FCFS,Dynamic,6.201447751860329
2024-01-01 02:13:00,41.29514858570949,3903.580099596199,2986,11.417393924934233,2807.2990420535743,356.14304261607583,2,FCFS,Dynamic,6.191592582002481
2024-01-01 02:14:00,44.52370549178288,3720.893148058176,2852,13.46383581475767,3139.491510737178,166.16081377290874,1,FCFS,Dynamic,6.148596034331049
2024-01-01 02:15:00,41.04719475411363,3961.779392707538,1980,14.163079142275024,2985.353602758382,462.0743883371128,1,Priority-Based,Dynamic,6.175246912922178
2024-01-01 02:16:00,37.22804680153634,3987.9082414475233,580,11.836322824435417,2927.5218624704253,149.74807070855252,0,Round-Robin,Static,6.077389446582498
2024-01-01 02:17:00,37.09302417661907,3850.7368014202766,2033,12.507442311581038,3176.707243049375,209.5659529951148,1,Priority-Based,Static,6.144410799321781
2024-01-01 02:18:00,51.50957621426152,3913.130845223021,2075,10.3292341985592,3141.807312213692,241.11101662160576,1,Priority-Based,Dynamic,6.176175528428061
2024-01-01 02:19:00,36.92820294947875,4444.186765785353,1411,10.861891061301243,2941.940499470181,473.48533631680885,0,Round-Robin,Static,6.22599155906431
2024-01-01 02:20:00,44.21537977188134,3831.5185972081313,1335,13.449390024800929,3092.977621656505,117.09453521281242,1,Priority-Based,Dynamic,6.114206569335862
2024-01-01 02:21:00,41.95597659672205,3876.496286427288,1006,9.478989026988646,3170.2475585285265,55.682332837852535,1,FCFS,Dynamic,6.108405917883982
2024-01-01 02:22:00,41.04533465504906,4233.1703785581085,611,11.714126789949214,3049.551543541109,247.08240535352044,0,Priority-Based,Static,6.15217405764869
2024-01-01 02:23:00,47.11490184640762,3857.600938167909,2542,12.769356058891532,2553.569066331725,483.8568605963203,2,FCFS,Static,6.16767501062341
2024-01-01 02:24:00,46.85099656491767,3959.435050694026,1386,5.753679775127005,3217.3723154385725,166.91713302190266,1,FCFS,Dynamic,6.1570301162952505
2024-01-01 02:25:00,36.26643528852648,4267.317759563061,2021,13.98652289596816,2727.2062492647165,209.53342074500264,0,Priority-Based,Static,6.167208919357973
2024-01-01 02:26:00,43.11278081041565,4209.037084883104,1504,6.891313360492601,3360.690685643097,445.9802597292404,0,Round-Robin,Dynamic,6.222633650913796
2024-01-01 02:27:00,36.31624167811267,4100.867956533619,1497,11.453432632934495,2893.1062441885083,223.33962346599608,1,FCFS,Dynamic,6.151825232329819
2024-01-01 02:28:00,39.14529488553416,4176.343377935441,808,10.611378112594704,3215.6924897590256,431.1058925012946,1,Priority-Based,Dynamic,6.189951899132852
2024-01-01 02:29:00,38.04124475483072,4167.078939767768,2638,7.243832926425196,3035.314991704852,150.38853379714254,0,Priority-Based,Dynamic,6.189457940484677
2024-01-01 02:30:00,37.40051476307751,4061.795815793008,1294,11.3037453458588,2868.711619129287,347.4742544370706,0,Round-Robin,Dynamic,6.132759409442111
2024-01-01 02:31:00,36.32306235933829,3934.4973333156768,2853,8.107628455838,3200.4047088668917,234.2848047033474,0,Round-Robin,Dynamic,6.170833834191637
2024-01-01 02:32:00,43.82403032965339,4160.736277292549,2820,9.227536898176243,2559.820984864158,364.0530707874087,0,Priority-Based,Dynamic,6.186273999115475
2024-01-01 02:33:00,43.42092861126961,3930.595426346092,1547,14.855294468609712,3216.1173410263527,440.45243130696537,0,FCFS,Dynamic,6.160865485603359
2024-01-01 02:34:00,45.3742032924257,3741.406181426548,586,12.693387722786774,3031.865761663676,107.33507342016888,0,Priority-Based,Static,6.049579879373593
2024-01-01 02:35:00,44.1671461858504,3939.7346149759487,2012,13.637784234212166,3452.347130494824,272.1976624219575,2,Round-Robin,Dynamic,6.211304110726506
2024-01-01 02:36:00,28.019167313389357,4033.224510953452,1703,10.968853620819912,3315.5199349055392,106.27686938752971,1,Round-Robin,Static,6.154775682188179
2024-01-01 02:37:00,42.19397614417608,4040.975746602433,2843,5.506624370973291,2715.4167635061985,132.45405186254447,0,Round-Robin,Dynamic,6.150237386017864
2024-01-01 02:38:00,48.0653753031698,4093.159809075359,1835,11.85671337976657,3057.365802694636,394.4753094627309,0,FCFS,Dynamic,6.190556286929695
2024-01-01 02:39:00,36.29297653597786,3984.6103310927874,1235,10.134097829059924,3273.351234042196,156.67410063131115,2,Round-Robin,Dynamic,6.165152901016003
2024-01-01 02:40:00,38.171558503544105,4382.367630746678,2071,5.4658051101401215,3085.652219308081,454.9110477759054,0,Round-Robin,Static,6.246534427550203
2024-01-01 02:41:00,44.16014690896985,3847.331850267414,502,12.049761269093,2816.344775854874,124.66468114463484,1,FCFS,Dynamic,6.069359032946398
2024-01-01 02:42:00,44.95135234888052,3954.686706442793,2874,10.968410117542325,2660.286057412483,86.0616512854476,0,FCFS,Dynamic,6.129198552432237
2024-01-01 02:43:00,32.921299317684195,4179.192370483346,2344,12.021751609485673,3159.4910505447097,137.61967647211424,0,Round-Robin,Dynamic,6.183079059419218
2024-01-01 02:44:00,34.823822366139105,3811.606039259889,1151,13.74784794304707,2932.4129336210226,299.56661345229406,0,FCFS,Static,6.077053031538073
2024-01-01 02:45:00,45.90293992249294,4492.792553950241,2816,13.882825773626358,2757.8605786536364,122.04887851420176,0,Round-Robin,Static,6.2434356489026515
2024-01-01 02:46:00,44.16594464541899,4116.484885401655,1280,14.601016645419216,3252.059520934002,320.4772785439729,1,Round-Robin,Dynamic,6.19453240509889
2024-01-01 02:47:00,38.33079305176253,3918.580532305296,1685,11.94384786813139,3015.446406201393,371.5105780264008,2,Priority-Based,Dynamic,6.167927526267535
2024-01-01 02:48:00,38.95265059941214,3716.066744726501,839,12.63429108282828,3027.5645997872066,446.34486959732646,0,Round-Robin,Static,6.079010362188637
2024-01-01 02:49:00,32.01249742267413,4138.3020061212055,1487,6.863181487206592,3207.348423023503,77.99054744493999,0,FCFS,Static,6.142428499496283
2024-01-01 02:50:00,43.87799127253227,4286.675090931977,2411,14.010151095027393,3172.575733150228,325.62969860856714,1,Round-Robin,Dynamic,6.254580223981575
2024-01-01 02:51:00,28.619023047031856,4233.396840741048,1348,5.250827440576794,3074.372716513699,455.79031637379353,2,Priority-Based,Static,6.210417407764263
2024-01-01 02:52:00,41.28391666984196,3920.019971858009,1719,13.775947651328709,2962.709998861746,58.466858030776585,2,Round-Robin,Static,6.144449739344595
2024-01-01 02:53:00,30.45246927386431,4111.082857096386,2532,13.311617458041452,3289.531744237945,76.9883070422835,2,FCFS,Dynamic,6.214387655204827
2024-01-01 02:54:00,47.46744301406647,4414.98928430347,2531,11.878796927439591,3042.0178518994253,178.3544542566311,1,Round-Robin,Dynamic,6.264895465750188
2024-01-01 02:55:00,42.32452429090432,4050.222497276696,2971,12.23058618632376,2849.8469148876247,281.2544011811025,2,FCFS,Dynamic,6.216024845362486
2024-01-01 02:56:00,40.22440309494602,4002.7363273867454,2541,5.129892772131993,3146.158616384172,334.14073699112885,0,FCFS,Dynamic,6.185364630681937
